row_num_1,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Invalid Columns
3450,2022-05-07 08:17:55,103.252.137.88,123.234.142.151,13284,11527,UDP,148,Data,HTTP,Adipisci impedit cumque esse. Consectetur quaerat expedita assumenda fugit nihil.,,93.97,,Intrusion,Known Pattern B,Ignored,Low,Keya Vaidya,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.1),Segment B,"Sagar, Mizoram",139.255.33.29,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
3467,2020-07-21 23:29:52,177.113.70.3,131.45.107.240,41229,44402,UDP,1225,Control,DNS,Magnam sapiente asperiores nam. Id earum ducimus aut molestiae libero sequi.,IoC Detected,72.36,,Malware,Known Pattern B,Logged,Medium,Jhanvi Dube,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/30.0.879.0 Safari/531.2",Segment C,"Ajmer, Tamil Nadu",155.197.194.131,,Alert Data,Server,Destination IP Address (RBL)
3476,2020-02-22 11:07:10,77.248.55.162,182.153.247.249,21903,13043,UDP,1499,Control,HTTP,Numquam neque soluta minus voluptatem. Similique nostrum hic nostrum. Qui neque exercitationem ducimus ea aperiam repellendus. Tempore doloribus perferendis adipisci est sunt sequi.,,19.77,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Yuvraj  Thaker,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ne-NP) AppleWebKit/533.50.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6533.50.5",Segment B,"Faridabad, Sikkim",,,Alert Data,Server,Destination IP Address (RBL)
3478,2021-08-07 11:10:16,54.106.60.195,177.51.114.243,52680,12201,TCP,930,Data,HTTP,Quidem non deserunt facilis doloremque doloremque ad. Iure quasi earum cum. Neque suscipit tenetur doloribus quae nemo.,IoC Detected,80.19,,Malware,Known Pattern A,Ignored,Low,Hiran Badami,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8239-10-25 05:48:20 Firefox/3.8,Segment C,"Dhanbad, Punjab",27.48.132.186,,,Firewall,Source IP Address (RBL)
3482,2022-08-23 19:38:21,163.85.139.20,162.174.150.81,61875,12467,UDP,1088,Data,FTP,Necessitatibus qui modi doloremque possimus cumque veritatis. Placeat alias illo est.,IoC Detected,83.06,,Malware,Known Pattern B,Blocked,Low,Armaan Bhatt,Opera/9.76.(Windows 98; quz-PE) Presto/2.9.190 Version/12.00,Segment A,"Kurnool, Arunachal Pradesh",,,Alert Data,Firewall,Destination IP Address (RBL)
3486,2022-10-25 21:34:54,98.10.157.49,54.103.77.55,21914,2227,TCP,388,Data,FTP,Tempora magnam adipisci esse sunt perspiciatis ipsum. Nulla est distinctio tempora in ipsam nisi. Nostrum hic cum maxime quidem. Deserunt repudiandae totam similique maxime eum ratione minus.,IoC Detected,81.27,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Saksham Mahajan,Mozilla/5.0 (Android 2.2.2; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,Segment A,"Thiruvananthapuram, Mizoram",142.210.89.127,,,Firewall,Destination IP Address (RBL)
3520,2022-01-26 14:41:18,220.29.202.61,78.192.240.32,28479,3465,TCP,654,Data,FTP,Sit minus ut ipsum. Hic nam aut dicta nihil occaecati. Eligendi aliquid dolor adipisci dolores.,IoC Detected,68.42,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Aarna Batta,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment C,"Burhanpur, Manipur",,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
3523,2023-07-29 13:00:32,32.107.26.200,125.18.158.202,7421,38721,ICMP,130,Data,FTP,Veritatis maiores ipsum corrupti. Harum delectus in.,,83.08,,Malware,Known Pattern A,Logged,Medium,Yuvaan Bora,Opera/9.24.(X11; Linux i686; li-NL) Presto/2.9.174 Version/12.00,Segment A,"Junagadh, Bihar",206.134.27.113,Log Data,Alert Data,Firewall,Source IP Address (RBL)
3538,2021-01-28 23:43:49,74.113.175.220,181.190.219.175,49442,59074,UDP,1012,Data,FTP,Temporibus aspernatur ex praesentium ipsa repellat. Quasi quasi maiores. Architecto quasi quibusdam.,IoC Detected,70.43,,Intrusion,Known Pattern B,Logged,Medium,Eva Chakrabarti,"Mozilla/5.0 (Linux; Android 4.4) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/52.0.805.0 Safari/532.0",Segment C,"Tiruvottiyur, Haryana",222.240.52.170,,,Server,Destination IP Address (RBL)
3548,2021-09-12 00:58:01,36.83.4.101,219.110.226.58,11656,2001,ICMP,953,Control,FTP,Culpa quod sunt deserunt delectus officiis fugiat. Nam odio facere cupiditate modi rerum dolore. Aliquid laudantium tenetur quibusdam minima accusamus.,IoC Detected,20.77,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Purab Gulati,Opera/9.53.(Windows NT 5.0; kl-GL) Presto/2.9.179 Version/10.00,Segment A,"Kota, Rajasthan",,,,Server,Destination IP Address (RBL)
3566,2020-09-24 09:11:44,201.53.78.120,196.87.29.129,5456,20262,ICMP,554,Control,DNS,Quidem consectetur repudiandae sed laudantium dignissimos. Dolorem assumenda corrupti ab. Alias optio suscipit nulla nobis.,IoC Detected,77.13,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Hrishita Sekhon,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9202-07-19 03:47:10 Firefox/8.0,Segment B,"Dhanbad, Jharkhand",,,,Firewall,Destination IP Address (RBL)
3582,2022-03-13 17:43:19,158.131.212.14,212.123.96.216,13697,33956,ICMP,468,Control,HTTP,Ut at impedit ullam. Porro harum labore. Consectetur quis est consectetur cumque nostrum doloribus. Sit delectus repudiandae laboriosam odit earum aperiam.,IoC Detected,64.76,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Pranay Choudhry,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1),Segment C,"Khammam, Punjab",27.161.197.135,Log Data,,Firewall,Device Information (Suspect Bot)
3585,2021-04-17 18:58:26,189.49.4.20,199.125.187.60,20589,64794,ICMP,885,Control,HTTP,Temporibus sed occaecati magnam iste. Molestiae aut quia nihil harum. Numquam adipisci qui in maxime. Accusamus accusantium id amet impedit suscipit. Numquam minus sed modi molestias.,,60.72,,Malware,Known Pattern B,Blocked,Medium,Uthkarsh Kapur,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.1),Segment C,"Pali, Maharashtra",199.166.60.130,Log Data,,Firewall,Device Information (Suspect Bot)
3595,2023-04-18 08:15:14,137.6.245.177,208.37.196.180,55450,58751,UDP,595,Data,FTP,Ratione maiores laborum laudantium. At autem laudantium minus dolorum autem porro temporibus. Harum fugiat dicta odio iusto inventore asperiores.,,62.05,Alert Triggered,Malware,Known Pattern B,Logged,Low,Riaan Ghose,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/45.0.872.0 Mobile/88C071 Safari/536.2",Segment B,"Medininagar, Tamil Nadu",23.226.52.73,Log Data,,Firewall,Source IP Address (RBL)
3609,2020-08-25 21:23:30,2.56.62.166,126.139.67.238,28059,59447,ICMP,1171,Data,FTP,Cum eligendi in id excepturi. Unde sint facere a ducimus ducimus. Vero minima esse magni quidem ex. Suscipit minima sequi recusandae. Culpa exercitationem voluptates. Harum nisi autem neque voluptas.,IoC Detected,83.2,Alert Triggered,Malware,Known Pattern B,Logged,High,Indranil Goswami,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.1),Segment B,"Kozhikode, Arunachal Pradesh",,,Alert Data,Firewall,Device Information (Suspect Bot)
3620,2020-06-03 19:44:40,154.232.142.149,198.192.55.1,2973,20252,ICMP,1101,Control,HTTP,Accusamus in velit. Deleniti consequatur quod corrupti numquam expedita. Blanditiis delectus tenetur repudiandae excepturi voluptatem fugit error.,IoC Detected,30.43,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Anaya Chatterjee,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/38.0.889.0 Safari/533.2",Segment B,"Vijayawada, Himachal Pradesh",135.125.102.47,Log Data,Alert Data,Firewall,Source IP Address (RBL)
3630,2022-10-30 01:50:20,71.239.113.215,55.93.220.213,28841,10788,ICMP,1034,Data,HTTP,Quas sapiente voluptate. Veniam eos exercitationem optio assumenda facilis repellendus.,IoC Detected,77.57,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Mehul Sangha,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_8) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/36.0.818.0 Safari/532.1",Segment B,"Hosur, Uttarakhand",151.206.203.44,,Alert Data,Server,Source IP Address (RBL)
3634,2023-09-18 04:47:26,36.136.63.118,221.2.249.75,2539,63728,TCP,186,Control,DNS,Debitis a recusandae voluptatibus laudantium quaerat quam expedita. Eveniet quidem deserunt architecto magnam.,IoC Detected,8.01,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Ayesha Butala,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/28.0.847.0 Safari/532.1",Segment B,"Ludhiana, Bihar",112.232.193.42,,Alert Data,Firewall,Destination IP Address (RBL)
3653,2023-03-10 04:43:11,35.42.214.94,123.161.196.57,11350,24900,UDP,330,Data,HTTP,Vero quasi earum temporibus. Vero eos dolore quos eaque earum nulla. Iusto facere atque. Ad soluta repudiandae enim quisquam adipisci ea at.,IoC Detected,62.23,,Intrusion,Known Pattern A,Logged,High,Arhaan Gara,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),Segment A,"Vasai-Virar, Uttar Pradesh",,,,Server,Device Information (Suspect Bot)
3656,2021-09-20 20:05:28,87.180.16.74,161.121.131.164,41481,60323,TCP,1345,Data,FTP,Ratione impedit esse consectetur. Accusamus officiis veniam temporibus.,,99.93,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Divit Rau,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3; rv:1.9.3.20) Gecko/7153-04-02 06:41:33 Firefox/3.8,Segment A,"Jalna, Tamil Nadu",,Log Data,,Firewall,Destination IP Address (RBL)
3720,2021-09-01 02:30:04,69.214.37.123,41.193.32.153,22179,52142,UDP,1450,Data,FTP,Tempore necessitatibus minus hic dicta. Occaecati impedit aut omnis. Excepturi maiores adipisci. Soluta odit ad totam saepe sint.,IoC Detected,23.6,Alert Triggered,Malware,Known Pattern A,Logged,High,Ishita Kata,Mozilla/5.0 (Windows 95; ig-NG; rv:1.9.1.20) Gecko/4734-11-27 08:00:19 Firefox/3.6.5,Segment A,"Berhampore, Tripura",209.55.81.217,,,Firewall,Destination IP Address (RBL)
3724,2020-03-22 12:10:26,163.90.210.93,53.162.32.200,59873,54031,TCP,1407,Control,FTP,Harum at necessitatibus nihil ducimus. Dignissimos molestias eius animi distinctio hic aspernatur. Necessitatibus voluptatem aut alias quae.,IoC Detected,42.69,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Renee Saxena,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6; rv:1.9.3.20) Gecko/6866-01-20 02:20:38 Firefox/3.6.11,Segment B,"Hapur, Arunachal Pradesh",,Log Data,Alert Data,Firewall,Source IP Address (RBL)
3732,2023-06-19 08:28:31,90.124.178.201,5.59.54.23,54695,18054,ICMP,1447,Control,HTTP,Similique sapiente a minima a porro fugiat. Corporis nam animi nemo porro atque. Animi voluptates ipsa nam nulla magnam. Veritatis a deleniti recusandae. Saepe pariatur eos cum.,,85.97,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Azad Gaba,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),Segment B,"Coimbatore, Punjab",,Log Data,,Server,Device Information (Suspect Bot)
3733,2020-08-18 06:32:48,104.13.176.224,120.25.70.50,22033,16190,TCP,1269,Data,HTTP,Aliquid possimus incidunt nostrum magni culpa voluptatem deleniti. Quia optio non aliquid.,IoC Detected,86.94,,Malware,Known Pattern A,Ignored,Low,Bhamini Chakrabarti,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2; rv:1.9.2.20) Gecko/6378-06-15 21:25:07 Firefox/3.6.16,Segment B,"Amaravati, Haryana",168.235.156.2,,Alert Data,Server,Source IP Address (RBL)
3735,2020-02-02 06:45:37,133.78.181.32,109.190.35.254,57740,10467,UDP,937,Control,DNS,Temporibus rem perspiciatis eaque recusandae ipsa. Voluptatum eos nulla inventore quaerat. Explicabo ducimus ipsa natus dignissimos. Porro ducimus rerum asperiores. Labore nulla alias nam.,,4.95,,Malware,Known Pattern A,Ignored,Medium,Nishith Bose,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment A,"Visakhapatnam, Chhattisgarh",180.82.27.3,,,Firewall,Destination IP Address (RBL)
3737,2021-08-01 04:41:16,27.164.211.83,113.56.92.116,35214,2006,ICMP,1142,Control,HTTP,Beatae ipsam harum a accusamus incidunt qui. Odit quia corporis laudantium.,,18.87,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Vidur Chowdhury,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0),Segment C,"Morbi, Telangana",180.100.0.37,,Alert Data,Server,Destination IP Address (RBL)
3741,2022-08-05 20:59:34,152.44.121.145,63.194.28.58,34892,6344,ICMP,1001,Control,HTTP,Autem rerum doloremque recusandae. Sequi pariatur quas possimus aut aperiam deserunt id.,,27.66,,Malware,Known Pattern B,Ignored,Low,Suhana Lala,Opera/9.24.(X11; Linux i686; id-ID) Presto/2.9.166 Version/11.00,Segment A,"Durgapur, Nagaland",,,Alert Data,Firewall,Source IP Address (RBL)
3754,2022-07-07 13:00:31,132.10.78.153,13.231.66.57,16209,8572,UDP,157,Data,FTP,Voluptatibus accusamus mollitia explicabo. Distinctio occaecati labore odio.,IoC Detected,27.42,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Arnav Sarin,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_9 rv:6.0; mt-MT) AppleWebKit/535.27.4 (KHTML, like Gecko) Version/4.0.5 Safari/535.27.4",Segment A,"Kakinada, Tripura",212.57.192.61,,,Server,Destination IP Address (RBL)
3757,2021-12-08 17:53:37,56.251.130.18,162.98.77.201,36218,8128,ICMP,681,Control,FTP,Recusandae earum voluptas itaque quaerat temporibus tenetur deserunt. Accusantium odio praesentium unde voluptatem. Sunt tenetur dicta ex nesciunt.,,13.97,,Malware,Known Pattern B,Logged,Medium,Indrajit Agate,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),Segment A,"Satara, Assam",,Log Data,Alert Data,Server,Device Information (Suspect Bot)
3763,2021-06-04 08:25:12,115.129.135.224,102.83.142.220,22345,17482,TCP,1411,Control,HTTP,Repudiandae nesciunt totam perspiciatis molestiae. Consequuntur maxime distinctio distinctio. Voluptas ducimus nisi.,IoC Detected,93.55,,Intrusion,Known Pattern B,Blocked,Low,Vidur Karan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),Segment C,"Tadepalligudem, Mizoram",,Log Data,Alert Data,Server,Device Information (Suspect Bot)
3765,2020-04-18 05:43:16,25.243.40.217,46.98.106.134,23882,14314,TCP,1397,Data,HTTP,Illo corporis incidunt ut excepturi ab fuga culpa. Beatae consectetur quo quasi repellendus.,,73.28,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Vardaniya Sami,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.1),Segment A,"Ozhukarai, Mizoram",211.198.88.241,,,Server,Device Information (Suspect Bot)
3771,2021-08-09 15:54:54,67.187.110.99,159.181.182.232,46321,14156,UDP,392,Data,HTTP,Dicta voluptatum molestias reprehenderit. Veritatis aut iste similique dolore ipsum quidem. Minima quod enim.,,51.62,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Taran Reddy,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/47.0.801.0 Safari/531.0",Segment C,"Bongaigaon, Himachal Pradesh",,,,Server,Source IP Address (RBL)
3773,2020-03-15 00:58:15,48.176.132.158,133.116.193.188,59207,48964,TCP,1062,Control,DNS,Sequi sunt alias harum. Dolores sint dolor esse fuga assumenda. Dignissimos recusandae accusantium unde pariatur.,,69.14,Alert Triggered,Malware,Known Pattern B,Blocked,High,Nirvaan Datta,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/41.0.820.0 Safari/532.1",Segment A,"Karaikudi, Haryana",,Log Data,,Firewall,Source IP Address (RBL)
3779,2020-09-09 08:49:06,94.172.254.69,21.166.114.6,21875,16242,UDP,851,Control,HTTP,Doloribus consequuntur aliquid impedit. Accusantium distinctio perferendis incidunt doloremque dignissimos. Id ex culpa sunt. Sit autem eos ut magni vero. Voluptas magni placeat praesentium.,,5.82,,Intrusion,Known Pattern A,Logged,High,Tara Karpe,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),Segment B,"Nizamabad, Uttar Pradesh",151.12.96.210,Log Data,Alert Data,Server,Device Information (Suspect Bot)
3802,2022-05-03 19:51:16,218.4.178.94,70.160.170.18,61306,32653,ICMP,537,Control,FTP,Cumque necessitatibus similique adipisci dolor delectus maiores. Dolores doloremque officia reiciendis quae numquam repellendus. Facilis ea quod mollitia quidem eveniet inventore.,IoC Detected,78.42,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Miraan Aggarwal,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),Segment C,"Mathura, Manipur",177.55.114.230,Log Data,,Server,Device Information (Suspect Bot)
3815,2023-03-04 19:26:18,51.116.82.92,149.177.13.248,24356,61471,UDP,738,Control,FTP,Esse saepe sint deleniti modi. Sit rem modi facilis minima adipisci deserunt. Officiis assumenda corrupti debitis. Voluptate sequi velit ducimus similique quia.,,28.07,,Malware,Known Pattern B,Ignored,High,Vardaniya Rastogi,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_6 rv:4.0; fil-PH) AppleWebKit/534.23.2 (KHTML, like Gecko) Version/4.0.3 Safari/534.23.2",Segment A,"Avadi, Kerala",193.138.191.176,,,Server,Source IP Address (RBL)
3816,2021-05-27 16:49:28,23.203.59.161,132.199.119.90,61847,32112,TCP,1281,Control,DNS,Omnis dolores repellat. Nulla officia id assumenda fugiat vel. Mollitia libero eveniet provident. Magnam eveniet recusandae eos saepe ut et.,IoC Detected,61.69,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Jayan Madan,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.1),Segment A,"Gangtok, Bihar",64.104.65.49,Log Data,Alert Data,Server,Device Information (Suspect Bot)
3825,2021-07-20 00:38:49,132.181.247.89,137.2.113.253,34306,42767,TCP,1014,Control,HTTP,Veniam facilis esse natus animi commodi omnis. Suscipit nesciunt quae voluptatum perferendis dolorum impedit repellat. Officiis consequatur deleniti quia molestiae optio numquam.,,91.31,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Vardaniya Borra,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.1),Segment C,"Darbhanga, Assam",187.242.9.68,Log Data,,Firewall,Device Information (Suspect Bot)
3829,2021-05-26 00:58:40,1.44.239.191,75.130.155.131,8559,43058,ICMP,399,Data,DNS,Placeat tenetur ab ex mollitia natus. Iusto provident magnam illo. Illum ducimus animi eius.,,78.78,,Intrusion,Known Pattern B,Logged,Low,Rania Taneja,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.1),Segment C,"Sasaram, Karnataka",70.61.190.160,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
3837,2022-07-04 05:36:30,73.2.238.205,38.220.175.133,22858,16664,UDP,1251,Control,DNS,Explicabo numquam tenetur a exercitationem cum. Eligendi dolore aliquam.,IoC Detected,56.26,,DDoS,Known Pattern A,Blocked,Medium,Advik Sur,Opera/8.60.(X11; Linux i686; pl-PL) Presto/2.9.176 Version/11.00,Segment C,"Tirupati, Uttarakhand",,,Alert Data,Server,Destination IP Address (RBL)
3841,2020-10-03 01:49:58,121.109.42.38,147.205.184.7,12876,55019,ICMP,393,Control,HTTP,Quas dolores quis necessitatibus reprehenderit dolores. Ad eos fugiat iusto eos corporis. Nulla facilis ea neque eum ipsam perferendis. Eius aut recusandae numquam.,,80.7,,Malware,Known Pattern B,Ignored,High,Tushar Sankar,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5 rv:6.0; lg-UG) AppleWebKit/532.23.3 (KHTML, like Gecko) Version/4.0.4 Safari/532.23.3",Segment B,"Jammu, Gujarat",,Log Data,Alert Data,Server,Destination IP Address (RBL)
3851,2022-09-11 02:56:21,113.78.23.229,133.9.133.170,7872,65011,TCP,232,Data,HTTP,Illum sit explicabo. Consequuntur recusandae quidem aspernatur facilis laudantium. Corporis facilis minus dolor molestias voluptatem sint nulla. Iusto iste odit unde.,IoC Detected,59.85,,Malware,Known Pattern B,Ignored,High,Tanya Kari,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/10.9c8841.0 Mobile/97C698 Safari/534.0",Segment B,"Kalyan-Dombivli, Karnataka",,,Alert Data,Server,Source IP Address (RBL)
3873,2021-09-30 18:02:44,157.128.59.158,198.81.101.169,35025,51286,UDP,1418,Control,HTTP,Iure maiores dolor perspiciatis impedit expedita. Vitae quibusdam eligendi dolore animi. Sit error ea temporibus. Dolorem officiis consequatur doloremque.,IoC Detected,96.06,,Intrusion,Known Pattern B,Logged,Low,Sahil Bath,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment C,"Fatehpur, Haryana",179.194.30.247,,,Firewall,Device Information (Suspect Bot)
3897,2021-08-20 18:29:13,195.15.5.125,36.143.227.226,3759,18834,ICMP,1434,Data,FTP,Recusandae sit nemo ex. Temporibus occaecati iusto architecto amet minus suscipit. Minus corrupti error perferendis nam accusantium necessitatibus debitis. Vel natus eveniet.,,20.09,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Fateh Dara,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; bem-ZM) AppleWebKit/534.48.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.48.5",Segment B,"Thane, Odisha",,,,Server,Source IP Address (RBL)
